Gender,Annual Income,Company,Model,Transmission,Color,Price ($),Body Style,Dealer_Region
Female,2252000,Mitsubishi,Galant,Auto,Pale White,42200,Passenger,Middletown
Male,1351000,Ford,Crown Victoria,Manual,Pale White,20100,Passenger,Aurora
Male,13500,Lincoln,Continental,Manual,Pale White,82000,Passenger,Greenville
Male,13500,Mitsubishi,Diamante,Auto,Black,17000,Hatchback,Pasco
Male,13500,Plymouth,Neon,Auto,Pale White,27000,SUV,Janesville
Male,2460000,Oldsmobile,Silhouette,Manual,Pale White,34001,Sedan,Scottsdale
Male,13500,Mitsubishi,Diamante,Auto,Black,17001,Hatchback,Austin
Female,13500,Lincoln,Continental,Manual,Black,42001,Passenger,Middletown
Male,1362500,Dodge,Durango,Auto,Black,19250,SUV,Scottsdale
Male,825000,Chevrolet,Prizm,Auto,Pale White,15001,Hardtop,Middletown
Male,730000,Chevrolet,Corvette,Auto,Pale White,45000,SUV,Janesville
Male,880000,Pontiac,Grand Am,Auto,Pale White,12000,SUV,Scottsdale
Male,645000,Buick,LeSabre,Manual,Black,20000,Sedan,Austin
Male,602000,Saab,5-Sep,Manual,Pale White,28000,Hatchback,Middletown
Male,855000,Acura,RL,Manual,Black,18000,SUV,Aurora
Male,13500,Chrysler,LHS,Auto,Pale White,21000,Hatchback,Greenville
Male,880000,BMW,323i,Auto,Pale White,19000,Hatchback,Pasco
Male,724000,Dodge,Stratus,Auto,Pale White,31000,Hatchback,Janesville
Male,735000,Lexus,LS400,Auto,Pale White,27000,Sedan,Scottsdale
Female,788000,Acura,RL,Manual,Pale White,17000,SUV,Austin
Female,810000,Honda,Accord,Manual,Pale White,14000,Sedan,Middletown
Male,2540000,Toyota,Celica,Manual,Pale White,14000,SUV,Aurora
Female,706000,Nissan,Pathfinder,Auto,Pale White,31001,Hardtop,Janesville
Female,399000,Mitsubishi,3000GT,Auto,Pale White,19000,Sedan,Pasco
Female,710000,Acura,RL,Manual,Pale White,34000,SUV,Janesville
Male,550000,Mercedes-B,M-Class,Manual,Pale White,25001,Hardtop,Aurora
Female,880888,Subaru,Forester,Auto,Pale White,23881,Hardtop,Pasco
Female,987500,Subaru,Outback,Manual,Pale White,49500,SUV,Middletown
Male,1710000,BMW,528i,Auto,Black,31000,SUV,Aurora
Male,13500,Plymouth,Neon,Auto,Pale White,27000,SUV,Greenville
Male,740000,Ford,Crown Victoria,Manual,Pale White,20001,Passenger,Pasco
Male,1480000,Lincoln,Continental,Manual,Pale White,82001,Passenger,Janesville
Male,1120000,Mitsubishi,Diamante,Auto,Black,17001,Hatchback,Scottsdale
Male,801000,Plymouth,Neon,Auto,Pale White,27001,SUV,Austin
Male,13500,Oldsmobile,Silhouette,Manual,Pale White,34001,Sedan,Janesville
Female,13500,Mitsubishi,Diamante,Auto,Black,17001,Hatchback,Scottsdale
Male,1400000,Lincoln,Continental,Manual,Black,42001,Passenger,Janesville
Male,13500,Mercedes-B,SLK230,Manual,Pale White,14001,Hatchback,Scottsdale
Female,610000,Mercedes-B,S-Class,Manual,Pale White,21001,SUV,Austin
Female,1115000,Oldsmobile,Intrigue,Auto,Black,18501,SUV,Middletown
Male,980000,Chevrolet,Lumina,Manual,Black,10001,Passenger,Aurora
Male,1050000,Nissan,Pathfinder,Auto,Pale White,75001,Hardtop,Middletown
Male,1820000,Mitsubishi,Montero Sport,Auto,Pale White,39000,Hardtop,Austin
Male,210000,Chevrolet,Cavalier,Manual,Pale White,14000,SUV,Janesville
Male,13500,Ford,Taurus,Manual,Black,43000,SUV,Scottsdale
Male,1320000,Mercury,Mountaineer,Manual,Pale White,21000,Hardtop,Greenville
Male,1340000,Honda,CR-V,Auto,Pale White,22001,SUV,Middletown
Female,13500,Mitsubishi,Eclipse,Manual,Black,25000,Hardtop,Austin
Female,912500,Volkswagen,Passat,Manual,Pale White,27500,Hatchback,Greenville
Male,270000,Dodge,Viper,Manual,Black,26000,SUV,Pasco
Male,1265000,Mitsubishi,Montero Sport,Auto,Black,45500,Hardtop,Aurora
Male,950000,Lexus,ES300,Auto,Black,16000,Hardtop,Greenville
Male,925000,Chrysler,LHS,Auto,Black,26000,Hatchback,Austin
Female,1085000,Volvo,C70,Manual,Pale White,82500,Hatchback,Janesville
Male,865000,Chevrolet,Malibu,Manual,Pale White,14001,Hardtop,Janesville
Male,13500,Chrysler,Town & Country,Manual,Pale White,17000,Sedan,Greenville
Male,1460000,Chevrolet,Camaro,Auto,Pale White,17000,Sedan,Pasco
Male,1100000,Chevrolet,Corvette,Auto,Pale White,25000,SUV,Janesville
Male,452500,Pontiac,Sunfire,Manual,Pale White,28500,Sedan,Scottsdale
Male,373000,Mercedes-B,S-Class,Auto,Pale White,10000,SUV,Austin
Female,742000,Mercedes-B,SL-Class,Manual,Pale White,17001,Hardtop,Austin
Male,1350000,Mitsubishi,Diamante,Manual,Black,49000,Hatchback,Aurora
Male,950000,Audi,A6,Manual,Black,15000,SUV,Greenville
Male,1100000,Nissan,Sentra,Auto,Black,16000,Passenger,Pasco
Male,799000,Saturn,LS,Auto,Pale White,45000,Sedan,Janesville
Male,13500,Plymouth,Neon,Auto,Pale White,27000,SUV,Scottsdale
Male,13500,Mercedes-B,SLK230,Manual,Pale White,14001,Hatchback,Aurora
Female,390000,Mercedes-B,S-Class,Manual,Pale White,21001,SUV,Greenville
Female,1455000,Oldsmobile,Intrigue,Auto,Black,18501,SUV,Pasco
Male,540000,Chevrolet,Lumina,Manual,Black,10001,Passenger,Janesville
Female,1700000,Mercedes-B,M-Class,Manual,Pale White,25000,Hardtop,Janesville
Male,1180000,Chrysler,Cirrus,Auto,Pale White,12001,Passenger,Austin
Male,950000,Mercury,Sable,Auto,Pale White,39001,Sedan,Middletown
Male,13500,Honda,CR-V,Auto,Pale White,22001,SUV,Aurora
Male,1650000,Chevrolet,Prizm,Manual,Pale White,22000,Hardtop,Austin
Male,13500,Pontiac,Firebird,Manual,Black,43000,Hardtop,Greenville
Female,13500,Porsche,Carrera Coupe,Auto,Pale White,22000,Hardtop,Austin
Male,13500,Mercedes-B,C-Class,Manual,Pale White,17000,Hatchback,Scottsdale
Female,753000,Chevrolet,Lumina,Manual,Pale White,12000,Passenger,Pasco
Male,1300000,Chevrolet,Corvette,Manual,Black,26000,SUV,Janesville
Female,407500,Volkswagen,Jetta,Auto,Pale White,33500,Passenger,Scottsdale
Male,870000,Dodge,Durango,Auto,Black,19000,SUV,Austin
Male,330000,Volvo,V40,Auto,Pale White,18000,SUV,Middletown
Female,315000,Pontiac,Sunfire,Manual,Pale White,43000,Sedan,Aurora
Male,831000,Mitsubishi,Montero,Manual,Black,16000,SUV,Greenville
Male,1225000,Mercury,Sable,Auto,Pale White,39500,Sedan,Pasco
Male,1200000,Mitsubishi,3000GT,Manual,Pale White,21000,Sedan,Janesville
Male,1200000,Lexus,GS400,Manual,Black,53000,Hatchback,Scottsdale
Male,550000,Acura,RL,Manual,Pale White,17000,SUV,Austin
Female,690000,Mercury,Mountaineer,Auto,Pale White,21001,Hardtop,Middletown
Male,960000,Chrysler,Cirrus,Auto,Pale White,12001,Passenger,Pasco
Male,978000,Mercury,Sable,Auto,Pale White,39001,Sedan,Janesville
Male,13500,Honda,CR-V,Auto,Pale White,22001,SUV,Scottsdale
Male,470000,Buick,Century,Auto,Pale White,17001,Hardtop,Aurora
Male,501344,Dodge,Ram Pickup,Manual,Pale White,20340,Hardtop,Pasco
Female,550000,Porsche,Carrera Coupe,Manual,Black,16000,Hardtop,Janesville
Female,330000,Mercedes-B,C-Class,Manual,Pale White,17001,Hatchback,Greenville
Male,770000,Lexus,ES300,Auto,Pale White,27000,Hardtop,Austin
Male,900000,Dodge,Dakota,Auto,Pale White,21001,Sedan,Janesville
Female,485000,Mercedes-B,SLK230,Manual,Pale White,14001,Hatchback,Scottsdale
Male,1336000,Toyota,Sienna,Manual,Pale White,19600,Passenger,Scottsdale
Male,13500,Chrysler,LHS,Auto,Black,26000,Hatchback,Austin
Male,13500,BMW,528i,Manual,Pale White,29000,SUV,Middletown
Male,200000,Cadillac,DeVille,Auto,Pale White,69000,SUV,Aurora
Male,855000,Mercury,Mountaineer,Auto,Pale White,21000,Hardtop,Scottsdale
Female,1185000,BMW,328i,Auto,Black,16500,Sedan,Pasco
Female,13500,Ford,Crown Victoria,Auto,Pale White,29000,Passenger,Janesville
Male,13500,Saturn,SL,Auto,Pale White,20000,SUV,Scottsdale
Male,13500,Ford,Taurus,Auto,Black,12000,SUV,Austin
Male,13500,BMW,323i,Auto,Black,9000,Hatchback,Middletown
Male,605000,Acura,RL,Manual,Pale White,17000,SUV,Austin
Male,634000,Toyota,Sienna,Manual,Black,16000,Passenger,Middletown
Male,1350000,Toyota,Corolla,Auto,Pale White,41000,Passenger,Aurora
Male,586000,Toyota,Camry,Auto,Pale White,31000,Hatchback,Greenville
Male,600000,Dodge,Viper,Auto,Pale White,25000,SUV,Pasco
Male,13500,Mercedes-B,SLK230,Auto,Black,33000,Hatchback,Janesville
Male,275000,Jeep,Grand Cherokee,Auto,Pale White,36000,SUV,Scottsdale
Female,13500,Mitsubishi,Montero Sport,Manual,Pale White,29000,Hardtop,Austin
Male,1285000,Hyundai,Elantra,Manual,Pale White,26500,Sedan,Middletown
Male,13500,Ford,Windstar,Auto,Pale White,31000,Sedan,Aurora
Male,1485000,Dodge,Ram Pickup,Manual,Black,19500,Hardtop,Middletown
Male,900000,Dodge,Dakota,Auto,Pale White,21000,Sedan,Janesville
Male,13500,Mercedes-B,SLK230,Manual,Pale White,14000,Hatchback,Scottsdale
Male,13500,Mitsubishi,3000GT,Auto,Pale White,19000,Sedan,Janesville
Male,13500,Porsche,Carrera Coupe,Manual,Black,16000,Hardtop,Austin
Male,13500,Saab,3-Sep,Auto,Pale White,69000,Sedan,Austin
Male,13500,Chrysler,LHS,Auto,Pale White,21000,Hatchback,Middletown
Male,2160000,Oldsmobile,Silhouette,Manual,Pale White,14000,Sedan,Aurora
Male,1380000,Volkswagen,Jetta,Auto,Pale White,38000,Passenger,Greenville
Female,1970000,Porsche,Carrera Cabrio,Auto,Pale White,32000,Passenger,Pasco
Female,615000,Saab,3-Sep,Auto,Black,26000,Sedan,Aurora
Male,13500,Dodge,Neon,Manual,Pale White,19001,Hardtop,Greenville
Male,599000,Chrysler,300M,Auto,Pale White,16000,SUV,Pasco
Male,670000,Mercury,Grand Marquis,Manual,Pale White,16000,SUV,Janesville
Male,600000,Volvo,S40,Manual,Pale White,17000,Sedan,Scottsdale
Male,585000,Oldsmobile,Silhouette,Manual,Pale White,34000,Sedan,Austin
Male,795000,Pontiac,Sunfire,Manual,Pale White,43000,Sedan,Janesville
Male,500000,Mercedes-B,E-Class,Auto,Pale White,15000,Sedan,Scottsdale
Male,519000,Chevrolet,Metro,Auto,Pale White,12000,Passenger,Janesville
Female,743500,Saturn,LS,Auto,Pale White,51500,Sedan,Scottsdale
Male,970000,Mitsubishi,3000GT,Auto,Pale White,19001,Sedan,Austin
Male,660000,Nissan,Pathfinder,Auto,Pale White,46000,Hardtop,Janesville
Female,600000,Saab,3-Sep,Auto,Pale White,69001,Sedan,Aurora
Male,1100000,Nissan,Altima,Auto,Pale White,20000,Hatchback,Aurora
Male,1500000,Ford,Explorer,Auto,Pale White,42000,Hatchback,Greenville
Male,1470000,Pontiac,Sunfire,Manual,Pale White,28000,Sedan,Pasco
Male,445000,Subaru,Forester,Auto,Black,22000,Hardtop,Pasco
Male,13500,Saturn,SC,Manual,Pale White,61001,Hardtop,Austin
Male,1214000,Mercury,Mystique,Auto,Black,9400,Passenger,Janesville
Male,1080000,Mercedes-B,CL500,Manual,Black,22000,SUV,Janesville
Male,13500,Ford,Contour,Auto,Pale White,19000,Sedan,Scottsdale
Female,1325000,Acura,RL,Manual,Pale White,31500,SUV,Austin
Male,13500,Acura,RL,Manual,Black,18000,SUV,Austin
Male,13500,Subaru,Forester,Auto,Black,22001,Hardtop,Pasco
Female,835000,Ford,Expedition,Auto,Black,41000,SUV,Aurora
Female,365000,Chrysler,LHS,Auto,Pale White,21001,Hatchback,Greenville
Female,571000,Oldsmobile,Silhouette,Manual,Pale White,14001,Sedan,Pasco
Male,13500,Volkswagen,Jetta,Auto,Pale White,38001,Passenger,Janesville
Female,489000,Porsche,Carrera Cabrio,Auto,Pale White,32001,Passenger,Scottsdale
Male,13500,Mercedes-B,CL500,Manual,Black,22001,SUV,Austin
Female,13500,Ford,Contour,Auto,Pale White,19001,Sedan,Middletown
Male,13500,Acura,RL,Manual,Pale White,31001,SUV,Aurora
Male,630000,Chevrolet,Monte Carlo,Auto,Pale White,21001,Hatchback,Greenville
Male,13500,Mercedes-B,SL-Class,Manual,Black,38000,Hardtop,Austin
Male,715000,Porsche,Carrera Coupe,Manual,Black,16000,Hardtop,Greenville
Female,687000,Porsche,Boxter,Auto,Black,26001,SUV,Scottsdale
Male,216000,Ford,Focus,Manual,Black,49000,Hardtop,Aurora
Male,550000,Infiniti,I30,Manual,Pale White,22000,Hardtop,Aurora
Male,2100000,Saturn,SC,Manual,Pale White,61000,Hardtop,Pasco
Male,1500000,Pontiac,Grand Prix,Auto,Pale White,42001,Passenger,Greenville
Male,1701000,Plymouth,Neon,Manual,Black,29101,SUV,Pasco
Male,1225000,Acura,RL,Manual,Pale White,34501,SUV,Janesville
Male,13500,Dodge,Avenger,Auto,Pale White,22001,Passenger,Scottsdale
Female,410000,Toyota,Camry,Auto,Pale White,31001,Hatchback,Austin
Male,1410000,Mercedes-B,S-Class,Auto,Pale White,10001,SUV,Janesville
Male,1900000,Acura,RL,Manual,Pale White,17001,SUV,Scottsdale
Male,1295000,Chevrolet,Metro,Auto,Black,31501,Passenger,Austin
Male,13500,Plymouth,Breeze,Auto,Pale White,22001,Hardtop,Janesville
Male,989000,Chevrolet,Corvette,Manual,Black,26001,SUV,Aurora
Male,960000,Jeep,Cherokee,Auto,Pale White,36001,Sedan,Greenville
Male,13500,Ford,Focus,Manual,Pale White,17001,Hardtop,Middletown
Male,2025000,Mitsubishi,3000GT,Manual,Pale White,21501,Sedan,Janesville
Male,1160000,Lexus,GS400,Auto,Black,12000,Hatchback,Janesville
Male,1100000,Pontiac,Bonneville,Manual,Black,36000,Hatchback,Scottsdale
Male,820000,Saturn,LS,Manual,Pale White,14000,Sedan,Austin
Male,690000,Dodge,Viper,Auto,Pale White,23000,SUV,Middletown
Male,780000,Dodge,Ram Pickup,Manual,Black,19000,Hardtop,Scottsdale
Male,740000,Mercedes-B,S-Class,Auto,Pale White,14000,SUV,Greenville
Female,1420000,Mercedes-B,C-Class,Manual,Pale White,12000,Hatchback,Pasco
Male,975000,Lincoln,Town car,Manual,Black,17000,Hatchback,Janesville
Male,13500,Volkswagen,Golf,Manual,Pale White,17000,Hardtop,Scottsdale
Male,13500,Honda,Accord,Auto,Pale White,19000,Sedan,Austin
Male,13500,Volkswagen,Passat,Auto,Pale White,13000,Hatchback,Middletown
Male,945000,Saturn,SC,Auto,Black,33000,Hardtop,Scottsdale
Male,2287500,Dodge,Ram Pickup,Manual,Pale White,16750,Hardtop,Scottsdale
Female,13500,Pontiac,Bonneville,Auto,Pale White,19001,Hatchback,Pasco
Male,1430000,Chevrolet,Corvette,Auto,Pale White,25001,SUV,Janesville
Male,13500,Buick,Regal,Auto,Black,19001,Passenger,Scottsdale
Male,435000,Ford,Explorer,Auto,Black,22001,Hatchback,Austin
Male,1370000,Mercedes-B,CL500,Manual,Black,22001,SUV,Middletown
Male,605000,Chevrolet,Cavalier,Manual,Pale White,20001,SUV,Aurora
Male,1300000,Chevrolet,Malibu,Manual,Pale White,24000,Hardtop,Scottsdale
Male,785000,Volkswagen,Passat,Auto,Black,21000,Hatchback,Pasco
Male,861000,Mitsubishi,Eclipse,Auto,Black,27000,Hardtop,Scottsdale
Male,1610000,Ford,Expedition,Manual,Black,18001,SUV,Scottsdale
Male,290000,Oldsmobile,Bravada,Auto,Black,26001,Hatchback,Austin
Male,13500,Mitsubishi,Diamante,Manual,Pale White,19001,Hatchback,Janesville
Male,910500,Mercedes-B,SLK,Manual,Pale White,17501,Passenger,Scottsdale
Male,931000,Chevrolet,Prizm,Auto,Black,16000,Hardtop,Scottsdale
Male,13500,Ford,Explorer,Auto,Pale White,41000,Hatchback,Scottsdale
Male,13500,Ford,Focus,Manual,Black,49001,Hardtop,Janesville
Male,957000,Audi,A4,Manual,Pale White,12000,Hardtop,Middletown
Male,1631888,Lexus,LS400,Manual,Black,69180,Sedan,Scottsdale
Male,850000,Volvo,C70,Manual,Pale White,82000,Hatchback,Austin
Male,1051000,Saturn,LW,Manual,Pale White,49100,Hatchback,Middletown
Male,13500,Chevrolet,Malibu,Manual,Pale White,82001,Hardtop,Austin
Male,910000,Cadillac,Catera,Auto,Pale White,75000,Hatchback,Greenville
Male,485000,Mitsubishi,3000GT,Auto,Pale White,19000,Sedan,Pasco
Male,845000,Dodge,Ram Van,Auto,Pale White,31000,Hatchback,Janesville
Male,705000,Mercury,Grand Marquis,Manual,Black,49000,SUV,Scottsdale
Male,590000,Volvo,C70,Auto,Black,18000,Hatchback,Austin
Male,13500,Audi,A6,Manual,Black,85000,SUV,Middletown
Male,785000,Dodge,Dakota,Manual,Pale White,12000,Sedan,Aurora
Male,13500,Lexus,LX470,Auto,Pale White,15000,SUV,Greenville
Male,532000,Mercedes-B,S-Class,Auto,Black,39000,SUV,Pasco
Male,600000,Lexus,LS400,Auto,Black,39000,Sedan,Janesville
Male,1935000,Dodge,Ram Pickup,Manual,Black,19500,Hardtop,Aurora
Male,760000,Dodge,Viper,Auto,Pale White,41000,SUV,Austin
Male,1800000,Volkswagen,Jetta,Auto,Black,22000,Passenger,Middletown
Male,2000000,Volkswagen,Jetta,Auto,Pale White,38000,Passenger,Aurora
Male,2500000,Hyundai,Sonata,Manual,Black,20000,SUV,Greenville
Male,1125000,Dodge,Durango,Auto,Black,19500,SUV,Pasco
Male,609000,Dodge,Durango,Manual,Pale White,27000,SUV,Janesville
Male,732500,Subaru,Outback,Manual,Pale White,49500,SUV,Scottsdale
Male,445000,Acura,Integra,Auto,Black,45000,Passenger,Austin
Male,13500,Jaguar,S-Type,Manual,Pale White,20000,Passenger,Middletown
Male,1405000,Chevrolet,Monte Carlo,Auto,Pale White,21500,Hatchback,Middletown
Female,13500,Lexus,ES300,Manual,Black,34000,Hardtop,Janesville
Female,882000,Chevrolet,Prizm,Auto,Pale White,25000,Hardtop,Austin
Male,13500,Porsche,Boxter,Auto,Black,26000,SUV,Pasco
Male,478000,Toyota,Tacoma,Auto,Pale White,53000,Hardtop,Greenville
Male,13500,Volkswagen,Beetle,Auto,Pale White,45000,Hardtop,Aurora
Male,13500,Chevrolet,Malibu,Manual,Pale White,14000,Hardtop,Greenville
Male,950000,Pontiac,Grand Prix,Auto,Pale White,42000,Passenger,Middletown
Male,781000,Plymouth,Neon,Manual,Black,29000,SUV,Aurora
Male,549800,Acura,RL,Manual,Pale White,34800,SUV,Greenville
Male,13500,Dodge,Avenger,Auto,Pale White,22000,Passenger,Pasco
Male,13500,Toyota,Camry,Auto,Pale White,31000,Hatchback,Janesville
Male,13500,Mercedes-B,S-Class,Auto,Pale White,10000,SUV,Scottsdale
Male,13500,Acura,RL,Manual,Pale White,17000,SUV,Austin
Male,492000,Chevrolet,Metro,Auto,Black,31000,Passenger,Middletown
Male,13500,Subaru,Forester,Manual,Pale White,26000,Hardtop,Pasco
Female,1660000,Chevrolet,Corvette,Manual,Black,26000,SUV,Greenville
Male,500500,Jeep,Cherokee,Auto,Pale White,36500,Sedan,Pasco
Male,740000,Mitsubishi,Montero Sport,Manual,Pale White,29000,Hardtop,Austin
Male,1240000,Mitsubishi,3000GT,Manual,Pale White,21000,Sedan,Scottsdale
Male,250000,Dodge,Caravan,Auto,Pale White,38000,Hardtop,Pasco
Male,13500,Lexus,GS300,Manual,Pale White,17000,Passenger,Middletown
Male,685000,Chrysler,LHS,Auto,Pale White,21000,Hatchback,Aurora
Male,1256000,Lexus,ES300,Auto,Pale White,27600,Hardtop,Greenville
Male,710000,Pontiac,Sunfire,Manual,Pale White,28000,Sedan,Pasco
Male,330000,Chrysler,LHS,Manual,Black,51000,Hatchback,Janesville
Male,1430000,Saab,3-Sep,Auto,Black,18000,Sedan,Scottsdale
Female,1470000,Chevrolet,Malibu,Manual,Pale White,57001,Hardtop,Middletown
Female,300000,Mercedes-B,SLK,Manual,Pale White,17000,Passenger,Pasco
Male,721500,Dodge,Avenger,Auto,Pale White,39500,Passenger,Janesville
Female,670000,Mercury,Villager,Auto,Black,28000,Passenger,Scottsdale
Female,545000,Mitsubishi,Diamante,Auto,Pale White,21000,Hatchback,Austin
Female,13500,Ford,Explorer,Auto,Pale White,41000,Hatchback,Middletown
Male,920000,Volvo,C70,Manual,Black,17000,Hatchback,Aurora
Female,795000,Saturn,LW,Auto,Pale White,18000,Hatchback,Greenville
Female,13500,Oldsmobile,Silhouette,Auto,Pale White,12000,Sedan,Pasco
Male,2220000,Plymouth,Prowler,Auto,Pale White,15000,Hatchback,Janesville
Male,1300000,Chevrolet,Prizm,Auto,Pale White,15001,Hardtop,Greenville
Male,13500,Toyota,Tacoma,Manual,Pale White,24001,Hardtop,Aurora
Male,845000,Infiniti,I30,Auto,Black,49001,Hardtop,Janesville
Male,1140000,Oldsmobile,Intrigue,Auto,Pale White,45000,SUV,Aurora
Male,1411000,Pontiac,Grand Am,Auto,Pale White,12100,SUV,Greenville
Female,13500,Volvo,S70,Auto,Pale White,20001,Hardtop,Scottsdale
Male,1170000,Pontiac,Sunfire,Manual,Pale White,43000,Sedan,Janesville
Male,1600000,Oldsmobile,Bravada,Manual,Black,36000,Hatchback,Scottsdale
Male,1200000,Toyota,Tacoma,Auto,Pale White,53001,Hardtop,Greenville
Male,810000,Acura,RL,Manual,Pale White,26000,SUV,Middletown
Male,1050000,Chevrolet,Prizm,Manual,Pale White,22001,Hardtop,Greenville
Male,1110000,Lexus,GS300,Manual,Black,51000,Passenger,Greenville
Female,518500,Mercury,Grand Marquis,Manual,Pale White,16500,SUV,Pasco
Female,840000,Chevrolet,Prizm,Manual,Pale White,21001,Hardtop,Middletown
Male,1175000,Nissan,Pathfinder,Manual,Pale White,11501,Hardtop,Greenville
Female,700000,Mercedes-B,CLK Coupe,Auto,Pale White,22000,Sedan,Austin
Male,13500,Honda,Civic,Auto,Pale White,25000,Hatchback,Middletown
Male,1880000,Infiniti,I30,Auto,Pale White,31000,Hardtop,Greenville
Male,925000,Lexus,GS300,Manual,Pale White,17001,Passenger,Austin
Male,1700000,Chrysler,LHS,Auto,Pale White,21001,Hatchback,Middletown
Male,13500,Mercury,Mountaineer,Auto,Pale White,21000,Hardtop,Pasco
Female,13500,Pontiac,Sunfire,Manual,Pale White,28001,Sedan,Greenville
Female,1050000,Chrysler,LHS,Manual,Black,51001,Hatchback,Pasco
Male,1160000,Saab,3-Sep,Auto,Black,18001,Sedan,Janesville
Male,1021000,Dodge,Ram Van,Auto,Pale White,31101,Hatchback,Scottsdale
Male,1050000,Chevrolet,Impala,Manual,Pale White,14001,Hatchback,Austin
Male,13500,Plymouth,Breeze,Auto,Pale White,39000,Hardtop,Janesville
Male,13500,Chevrolet,Monte Carlo,Manual,Pale White,26001,Hatchback,Greenville
Male,502500,Mercedes-B,SLK,Auto,Pale White,36501,Passenger,Pasco
Male,13500,Oldsmobile,Cutlass,Manual,Pale White,41000,Sedan,Middletown
Male,331000,BMW,528i,Manual,Pale White,14000,SUV,Aurora
Male,610000,Subaru,Forester,Auto,Black,22000,Hardtop,Scottsdale
Male,685000,Lincoln,Continental,Manual,Black,42000,Passenger,Pasco
Female,1500000,Plymouth,Voyager,Manual,Pale White,20000,Passenger,Janesville
Male,256500,Hyundai,Sonata,Manual,Pale White,21500,SUV,Scottsdale
Female,1390000,Oldsmobile,Cutlass,Auto,Pale White,46000,Sedan,Austin
Male,1365000,Chrysler,LHS,Manual,Black,51501,Hatchback,Middletown
Male,860000,Audi,A6,Manual,Pale White,13000,SUV,Aurora
Male,1300000,Chrysler,Sebring Coupe,Manual,Pale White,21000,Sedan,Greenville
Male,835000,Ford,Mustang,Auto,Pale White,31000,Hatchback,Pasco
Male,720000,Volkswagen,Passat,Manual,Pale White,12000,Hatchback,Janesville
Male,13500,Honda,Accord,Auto,Pale White,19000,Sedan,Aurora
Female,1315000,Volvo,S40,Manual,Black,36500,Sedan,Greenville
Male,685000,Dodge,Ram Pickup,Manual,Pale White,16001,Hardtop,Middletown
Female,470000,Chevrolet,Prizm,Auto,Pale White,15000,Hardtop,Austin
Female,680000,Toyota,Sienna,Manual,Black,27000,Passenger,Scottsdale
Male,665500,Chevrolet,Prizm,Manual,Pale White,21500,Hardtop,Austin
Male,3100000,Mitsubishi,Montero Sport,Auto,Pale White,39001,Hardtop,Aurora
Male,13500,Ford,Escort,Auto,Pale White,15000,Passenger,Aurora
Male,660000,Mercedes-B,SLK230,Manual,Pale White,71000,Hatchback,Greenville
Male,985000,Volkswagen,Cabrio,Auto,Pale White,17000,Sedan,Pasco
Male,1738000,Mercedes-B,M-Class,Manual,Pale White,41801,Hardtop,Pasco
Female,13500,Ford,Focus,Manual,Black,49001,Hardtop,Austin
Male,325000,Dodge,Ram Van,Auto,Pale White,31000,Hatchback,Austin
Male,13500,Chevrolet,Impala,Manual,Pale White,14000,Hatchback,Janesville
Male,1918000,Ford,Focus,Manual,Black,49800,Hardtop,Pasco
Male,13500,Chevrolet,Monte Carlo,Manual,Pale White,26000,Hatchback,Middletown
Male,13500,Mercedes-B,SLK,Auto,Pale White,36000,Passenger,Aurora
Male,1182500,Acura,RL,Manual,Pale White,31250,SUV,Greenville
Male,1303000,Plymouth,Prowler,Auto,Pale White,15300,Hatchback,Pasco
Female,13500,Dodge,Ram Van,Auto,Black,60000,Hatchback,Janesville
Male,1210000,Oldsmobile,Cutlass,Auto,Pale White,41000,Sedan,Scottsdale
Male,482500,Volkswagen,Jetta,Auto,Pale White,69500,Passenger,Austin
Male,13500,Audi,A6,Auto,Black,14000,SUV,Middletown
Male,13500,Oldsmobile,Cutlass,Auto,Pale White,46000,Sedan,Aurora
Female,13500,Infiniti,I30,Auto,Black,49001,Hardtop,Austin
Female,530000,Mitsubishi,Mirage,Auto,Black,9000,SUV,Greenville
Male,460000,Mitsubishi,Montero Sport,Manual,Pale White,12001,Hardtop,Middletown
Male,685000,Dodge,Ram Wagon,Auto,Black,22000,Passenger,Janesville
Female,13500,BMW,328i,Auto,Black,41000,Sedan,Scottsdale
Male,1100000,Cadillac,Catera,Auto,Pale White,75000,Hatchback,Austin
Female,13500,Toyota,Corolla,Manual,Pale White,14000,Passenger,Janesville
Female,13500,Mitsubishi,Diamante,Manual,Black,22000,Hatchback,Scottsdale
Male,692500,Mercedes-B,SLK,Auto,Pale White,19500,Passenger,Austin
Male,920000,Audi,A6,Manual,Pale White,24000,SUV,Middletown
Male,880000,Volvo,S40,Manual,Pale White,17000,Sedan,Aurora
Male,13500,Dodge,Caravan,Auto,Pale White,19001,Hardtop,Greenville
Male,1206000,Acura,RL,Manual,Pale White,31601,SUV,Janesville
Female,13500,Plymouth,Prowler,Auto,Pale White,15001,Hatchback,Scottsdale
Female,350000,Dodge,Ram Van,Auto,Black,60001,Hatchback,Austin
Male,3700000,Oldsmobile,Cutlass,Auto,Pale White,41001,Sedan,Middletown
Female,13500,Volkswagen,Jetta,Auto,Pale White,69001,Passenger,Aurora
Male,750000,Audi,A6,Auto,Black,14001,SUV,Greenville
Female,540000,Oldsmobile,Cutlass,Auto,Pale White,46001,Sedan,Pasco
Female,776000,Mitsubishi,3000GT,Auto,Pale White,19001,Sedan,Janesville
Male,743000,Nissan,Altima,Auto,Pale White,20001,Hatchback,Scottsdale
